Interaction ID,Timestamp,User Query,Intent Detected,Bot Response,Response Time (ms),Prediction Accuracy (%),Entity Extraction Accuracy (%),User Sentiment,User Feedback,Conversation Success,User ID,User Type,Region,Device Type,Account Age (months),Is Premium,NPS_Score,NPS_Category
903,2022-11-07 11:35,Should I buy or sell Tesla?,Price Check,Tesla stock remains volatile.,160,93,92,Negative,Needs improvement,Failed,U10099,VIP,Europe,Mobile,56,False,3,Detractor
904,2020-07-22 12:19,What's the price of Commodities now?,Buy Order,Commodity markets are steady.,165,92,93,Positive,Helpful,Successful,U10186,Institutional,Middle East,Desktop,55,False,10,Promoter
905,2023-02-21 14:31,What's your take on AAPL?,Future Investment,AAPL stock remains steady.,170,91,94,Positive,Helpful,Successful,U10241,Retail,Middle East,Mobile,7,False,10,Promoter
906,2020-11-15 12:08,What is your prediction for Bonds?,Future Investment,Bonds remain a safe haven.,175,90,90,Negative,Needs improvement,Failed,U10098,Institutional,Asia,Desktop,33,False,3,Detractor
907,2020-04-01 12:31,Is MSFT safe to invest in?,Stock Prediction,MSFT outlook is positive this quarter.,180,89,91,Positive,Helpful,Successful,U10100,Retail,North America,Desktop,50,False,10,Promoter
908,2023-02-26 17:41,Is USD safe to invest in?,Stock Prediction,USD remains stable.,185,88,92,Positive,Helpful,Successful,U10244,VIP,North America,Mobile,20,False,10,Promoter
909,2022-08-18 16:01,What is your prediction for Commodities?,Risk Analysis,Commodities show strong demand.,190,87,93,Positive,Helpful,Successful,U10257,Institutional,North America,Mobile,39,True,10,Promoter
910,2020-06-02 14:50,Market outlook for SPX?,Buy Order,SPX is trending upward.,195,86,94,Positive,Helpful,Successful,U10292,Retail,South America,Mobile,25,True,10,Promoter
911,2020-07-04 12:51,Market outlook for SPX?,Buy Order,SPX shows mixed market signals.,150,95,90,Positive,Helpful,Successful,U10040,Institutional,Africa,Mobile,26,False,10,Promoter
912,2024-08-22 17:09,What's your take on Crypto?,Market Analysis,Volatility remains high in crypto.,155,94,91,Positive,Helpful,Successful,U10096,Retail,North America,Desktop,30,True,10,Promoter
913,2024-04-03 09:47,Should I diversify with Tesla?,Market Analysis,Tesla stock remains volatile.,160,93,92,Positive,Helpful,Successful,U10284,VIP,Middle East,Mobile,38,False,10,Promoter
914,2021-08-21 09:30,How is WTI trending today?,Strategy Advice,WTI is showing high volatility.,165,92,93,Negative,Needs improvement,Failed,U10060,VIP,North America,Desktop,17,True,3,Detractor
915,2024-01-08 11:00,Should I buy or sell Tesla?,Strategy Advice,Tesla stock remains volatile.,170,91,94,Positive,Helpful,Successful,U10094,Institutional,North America,Desktop,50,False,10,Promoter
916,2021-11-02 13:52,Give me an update on MSFT.,Market Analysis,MSFT shows growth potential.,175,90,90,Positive,Helpful,Successful,U10289,Retail,North America,Mobile,50,False,10,Promoter
917,2020-08-20 11:53,Give me an update on BTC.,Risk Analysis,"BTC is bullish, buying recommended.",180,89,91,Negative,Needs improvement,Failed,U10290,Retail,North America,Mobile,55,False,3,Detractor
918,2024-02-27 10:07,What's the price of Forex now?,Portfolio Management,Forex shows balanced trading.,185,88,92,Positive,Helpful,Successful,U10087,Retail,North America,Desktop,39,False,10,Promoter
919,2023-10-26 12:04,What's the trend with NASDAQ?,Market Analysis,NASDAQ shows investor optimism.,190,87,93,Positive,Helpful,Successful,U10208,VIP,Europe,Desktop,52,True,10,Promoter
920,2021-07-11 15:20,Market outlook for Commodities?,Portfolio Management,Commodities show strong demand.,195,86,94,Positive,Helpful,Successful,U10147,Institutional,North America,Mobile,29,False,10,Promoter
921,2020-11-19 17:08,What's your take on Commodities?,Portfolio Management,Commodities show strong demand.,150,95,90,Positive,Helpful,Successful,U10172,Retail,Middle East,Mobile,46,True,10,Promoter
922,2022-04-25 09:37,What's the trend with NASDAQ?,Buy Order,NASDAQ shows investor optimism.,155,94,91,Negative,Needs improvement,Failed,U10072,Retail,Africa,Desktop,56,False,3,Detractor
923,2021-06-03 10:17,What's your take on Tesla?,Forex Analysis,Tesla stock remains volatile.,160,93,92,Neutral,Needs improvement,Failed,U10112,Retail,North America,Mobile,14,False,7,Passive
924,2021-07-06 14:35,What is your prediction for Equities?,Buy Order,Equities are gaining after recent selloff.,165,92,93,Positive,Helpful,Successful,U10244,VIP,North America,Mobile,20,False,10,Promoter
925,2021-08-08 09:08,How is Gold trending today?,Forex Analysis,Gold is up due to inflation concerns.,170,91,94,Negative,Needs improvement,Failed,U10117,Retail,South America,Mobile,14,False,3,Detractor
926,2020-11-20 15:49,What's the price of GOOGL now?,Price Check,GOOGL stock is slightly volatile.,175,90,90,Positive,Helpful,Successful,U10034,Retail,North America,Mobile,38,False,10,Promoter
927,2021-01-16 10:00,What's your take on Equities?,Market Analysis,Equities are gaining after recent selloff.,180,89,91,Positive,Helpful,Successful,U10169,Retail,Middle East,Mobile,2,False,10,Promoter
928,2020-03-03 13:26,Should I buy or sell GBP?,Stock Prediction,GBP trends show minor fluctuations.,185,88,92,Positive,Helpful,Successful,U10177,Institutional,Asia,Desktop,56,True,10,Promoter
929,2023-12-05 12:09,What's your take on XAU?,Portfolio Management,Gold prices are increasing.,190,87,93,Positive,Helpful,Successful,U10163,Retail,Europe,Mobile,11,False,10,Promoter
930,2022-09-15 15:15,What's the trend with NASDAQ?,Financial Advice,NASDAQ is rallying.,195,86,94,Negative,Needs improvement,Failed,U10204,Institutional,North America,Desktop,3,False,3,Detractor
931,2021-10-23 09:38,Is Tesla safe to invest in?,Sentiment Analysis,Tesla stock remains volatile.,150,95,90,Positive,Helpful,Successful,U10165,Retail,North America,Mobile,8,False,10,Promoter
932,2021-12-16 10:40,Analysis of NASDAQ?,Forex Analysis,NASDAQ is rallying.,155,94,91,Negative,Needs improvement,Failed,U10285,VIP,Europe,Desktop,43,False,3,Detractor
933,2022-06-14 09:35,What's the trend with ETH?,Volatility Forecast,ETH trading volume is decreasing.,160,93,92,Positive,Helpful,Successful,U10138,Institutional,North America,Mobile,31,True,10,Promoter
934,2021-04-04 17:06,Analysis of Commodities?,Risk Analysis,Commodities show strong demand.,165,92,93,Positive,Helpful,Successful,U10212,Institutional,Europe,Mobile,41,False,10,Promoter
935,2024-06-28 17:32,What's your take on EUR?,Future Investment,EUR is holding steady.,170,91,94,Positive,Helpful,Successful,U10131,Retail,Europe,Mobile,57,True,10,Promoter
936,2021-08-25 12:17,Give me an update on Tesla.,Sell Order,Tesla shows bullish signs.,175,90,90,Negative,Needs improvement,Failed,U10087,Retail,North America,Desktop,39,False,3,Detractor
937,2020-04-04 11:43,What's the price of NASDAQ now?,Buy Order,NASDAQ is rallying.,180,89,91,Positive,Helpful,Successful,U10207,VIP,Middle East,Mobile,53,False,10,Promoter
938,2023-08-06 11:42,Analysis of BTC?,Stock Prediction,"BTC is bullish, buying recommended.",185,88,92,Positive,Helpful,Successful,U10245,Retail,North America,Desktop,15,False,10,Promoter
939,2020-01-21 14:18,What's the trend with MSFT?,Price Check,MSFT outlook is positive this quarter.,190,87,93,Positive,Helpful,Successful,U10238,Retail,Middle East,Mobile,57,True,10,Promoter
940,2021-07-09 14:39,What is your prediction for Bonds?,Strategy Advice,Bond yields are increasing.,195,86,94,Positive,Helpful,Successful,U10122,Institutional,Middle East,Desktop,8,False,10,Promoter
941,2023-01-04 09:59,Market outlook for MSFT?,Sell Order,MSFT outlook is positive this quarter.,150,95,90,Positive,Helpful,Successful,U10149,Institutional,South America,Tablet,14,False,10,Promoter
942,2024-03-06 09:31,What is your prediction for EUR?,Future Investment,EUR is holding steady.,155,94,91,Positive,Helpful,Successful,U10190,Institutional,Europe,Desktop,58,True,10,Promoter
943,2024-02-03 12:46,Should I diversify with Equities?,Forex Analysis,Equity markets are stabilizing.,160,93,92,Negative,Needs improvement,Failed,U10072,Retail,Africa,Desktop,56,False,3,Detractor
944,2023-10-19 14:26,Analysis of USD?,Price Check,USD remains stable.,165,92,93,Positive,Helpful,Successful,U10197,Institutional,Asia,Mobile,25,False,10,Promoter
945,2021-12-22 14:14,What's the price of GOOGL now?,Investment Planning,GOOGL remains a solid long-term pick.,170,91,94,Positive,Helpful,Successful,U10214,Retail,Asia,Desktop,41,False,10,Promoter
946,2020-06-08 10:15,How is Commodities trending today?,Stock Prediction,Commodities show strong demand.,175,90,90,Positive,Helpful,Successful,U10236,Retail,Asia,Mobile,33,False,10,Promoter
947,2023-04-13 12:04,What's your take on Equities?,Strategy Advice,Equity markets are stabilizing.,180,89,91,Negative,Needs improvement,Failed,U10022,Retail,South America,Desktop,35,False,3,Detractor
948,2023-10-16 09:56,How is Forex trending today?,Risk Analysis,Forex shows balanced trading.,185,88,92,Negative,Needs improvement,Failed,U10297,Institutional,Asia,Mobile,50,True,3,Detractor
949,2023-03-07 16:11,Give me an update on Gold.,Cryptocurrency Update,Investors are flocking to Gold.,190,87,93,Positive,Helpful,Successful,U10143,Retail,Europe,Mobile,4,True,10,Promoter
950,2023-06-05 16:46,Should I buy or sell Gold?,Sell Order,Gold is up due to inflation concerns.,195,86,94,Negative,Needs improvement,Failed,U10120,Retail,South America,Tablet,26,False,3,Detractor
951,2021-11-12 13:12,What is your prediction for SPX?,Future Investment,SPX is trending upward.,150,95,90,Negative,Needs improvement,Failed,U10151,Retail,Asia,Mobile,19,True,3,Detractor
952,2022-03-02 09:17,Is Crypto safe to invest in?,Risk Analysis,Volatility remains high in crypto.,155,94,91,Positive,Helpful,Successful,U10276,Retail,Europe,Mobile,51,False,10,Promoter
953,2021-02-28 16:29,Analysis of Commodities?,Strategy Advice,Commodity markets are steady.,160,93,92,Negative,Needs improvement,Failed,U10207,VIP,Middle East,Mobile,53,False,3,Detractor
954,2023-03-25 14:14,Should I diversify with SPX?,Forex Analysis,SPX is trending upward.,165,92,93,Negative,Needs improvement,Failed,U10163,Retail,Europe,Mobile,11,False,3,Detractor
955,2022-10-06 11:36,What's the trend with Gold?,Stock Prediction,Gold is up due to inflation concerns.,170,91,94,Positive,Helpful,Successful,U10237,Retail,South America,Desktop,42,False,10,Promoter
956,2024-04-03 15:54,What's the trend with AAPL?,Price Check,AAPL earnings beat expectations.,175,90,90,Neutral,Needs improvement,Failed,U10107,Institutional,Middle East,Mobile,48,False,7,Passive
957,2024-08-28 12:37,How is Equities trending today?,Forex Analysis,Equity markets are stabilizing.,180,89,91,Negative,Needs improvement,Failed,U10268,Retail,Africa,Desktop,10,True,3,Detractor
958,2023-08-09 09:46,Any news on MSFT?,Strategy Advice,MSFT outlook is positive this quarter.,185,88,92,Negative,Needs improvement,Failed,U10161,Institutional,Asia,Desktop,59,True,3,Detractor
959,2023-12-28 12:15,What is your prediction for GBP?,Future Investment,GBP is gaining against EUR.,190,87,93,Positive,Helpful,Successful,U10191,Retail,North America,Mobile,28,True,10,Promoter
960,2022-07-19 12:57,What's the trend with Commodities?,Forex Analysis,Commodity markets are steady.,195,86,94,Positive,Helpful,Successful,U10025,Retail,North America,Desktop,54,False,10,Promoter
961,2024-03-19 09:26,What's the trend with SPX?,Price Check,SPX is trending upward.,150,95,90,Positive,Helpful,Successful,U10230,Retail,North America,Mobile,24,False,10,Promoter
962,2020-01-16 17:02,What's the price of USD now?,Risk Analysis,USD is strengthening against other currencies.,155,94,91,Positive,Helpful,Successful,U10197,Institutional,Asia,Mobile,25,False,10,Promoter
963,2023-09-13 16:51,Market outlook for BTC?,Strategy Advice,BTC shows positive momentum today.,160,93,92,Negative,Needs improvement,Failed,U10106,Retail,North America,Mobile,49,False,3,Detractor
964,2020-08-16 12:05,How is AAPL trending today?,Buy Order,AAPL earnings beat expectations.,165,92,93,Positive,Helpful,Successful,U10194,Retail,Asia,Mobile,17,False,10,Promoter
965,2024-01-23 15:13,What's the trend with Gold?,Sell Order,Gold is up due to inflation concerns.,170,91,94,Positive,Helpful,Successful,U10013,Retail,Africa,Desktop,36,True,10,Promoter
966,2021-06-10 12:41,Is Gold safe to invest in?,Forex Analysis,Gold is up due to inflation concerns.,175,90,90,Positive,Helpful,Successful,U10295,Institutional,South America,Desktop,15,False,10,Promoter
967,2020-01-16 13:10,Analysis of SPX?,Investment Planning,SPX is trending upward.,180,89,91,Negative,Needs improvement,Failed,U10203,Institutional,South America,Desktop,41,True,3,Detractor
968,2023-10-24 09:29,What's the trend with Gold?,Price Check,Gold is up due to inflation concerns.,185,88,92,Negative,Needs improvement,Failed,U10119,Institutional,North America,Mobile,38,True,3,Detractor
969,2023-03-28 15:11,Should I buy or sell USD?,Sell Order,USD is strengthening against other currencies.,190,87,93,Positive,Helpful,Successful,U10225,Institutional,North America,Mobile,56,True,10,Promoter
970,2022-11-15 09:55,Any news on USD?,Strategy Advice,USD remains stable.,195,86,94,Positive,Helpful,Successful,U10289,Retail,North America,Mobile,50,False,10,Promoter
971,2020-07-23 14:33,What's the trend with MSFT?,Price Check,MSFT outlook is positive this quarter.,150,95,90,Positive,Helpful,Successful,U10129,Retail,South America,Mobile,43,False,10,Promoter
972,2020-05-14 13:44,Give me an update on Tesla.,Investment Planning,Tesla stock remains volatile.,155,94,91,Positive,Helpful,Successful,U10003,Institutional,South America,Mobile,29,False,10,Promoter
973,2024-09-19 12:50,Should I buy or sell Forex?,Financial Advice,Forex shows balanced trading.,160,93,92,Negative,Needs improvement,Failed,U10077,Retail,South America,Desktop,22,False,3,Detractor
974,2020-10-11 09:32,How is Oil trending today?,Buy Order,Oil shows demand increase.,165,92,93,Neutral,Needs improvement,Failed,U10153,VIP,South America,Desktop,43,False,7,Passive
975,2022-01-04 15:23,Should I diversify with GBP?,Investment Planning,GBP trends show minor fluctuations.,170,91,94,Negative,Needs improvement,Failed,U10155,Institutional,North America,Mobile,20,False,3,Detractor
976,2023-10-02 14:23,Should I buy or sell GBP?,Sell Order,GBP trends show minor fluctuations.,175,90,90,Negative,Needs improvement,Failed,U10174,Retail,Europe,Tablet,33,False,3,Detractor
977,2021-11-18 10:35,What's the price of USD now?,Forex Analysis,USD is strengthening against other currencies.,180,89,91,Positive,Helpful,Successful,U10172,Retail,Middle East,Mobile,46,True,10,Promoter
978,2021-03-11 12:34,Give me an update on XAU.,Risk Analysis,XAU indicates investor confidence.,185,88,92,Positive,Helpful,Successful,U10133,Retail,North America,Mobile,46,False,10,Promoter
979,2020-11-16 12:48,What's your take on Oil?,Sell Order,Oil prices are rising.,190,87,93,Positive,Helpful,Successful,U10117,Retail,South America,Mobile,14,False,10,Promoter
980,2021-06-12 13:32,Analysis of Bonds?,Risk Analysis,Bond yields are increasing.,195,86,94,Negative,Needs improvement,Failed,U10231,Retail,Asia,Tablet,3,False,3,Detractor
981,2023-05-02 10:23,How is USD trending today?,Price Check,USD is strengthening against other currencies.,150,95,90,Positive,Helpful,Successful,U10176,VIP,Asia,Desktop,19,False,10,Promoter
982,2022-08-16 17:33,How is SPX trending today?,Financial Advice,SPX is trending upward.,155,94,91,Positive,Helpful,Successful,U10150,Retail,North America,Mobile,36,True,10,Promoter
983,2020-08-23 17:43,How is Commodities trending today?,Sell Order,Commodity markets are steady.,160,93,92,Positive,Helpful,Successful,U10103,Retail,North America,Mobile,27,False,10,Promoter
984,2024-05-15 14:51,How is XAU trending today?,Forex Analysis,Gold prices are increasing.,165,92,93,Positive,Helpful,Successful,U10007,Retail,North America,Tablet,6,False,10,Promoter
985,2020-04-15 10:05,How is WTI trending today?,Asset Allocation,WTI crude sees a price jump.,170,91,94,Positive,Helpful,Successful,U10031,VIP,North America,Mobile,39,False,10,Promoter
986,2023-03-10 10:06,What's the price of Equities now?,Future Investment,Equities are gaining after recent selloff.,175,90,90,Neutral,Needs improvement,Failed,U10124,Retail,Europe,Desktop,53,False,7,Passive
987,2021-05-04 11:31,Give me an update on Tesla.,Buy Order,Tesla shows bullish signs.,180,89,91,Positive,Helpful,Successful,U10288,VIP,North America,Desktop,33,False,10,Promoter
988,2021-04-17 09:18,Market outlook for GOOGL?,Strategy Advice,GOOGL stock is slightly volatile.,185,88,92,Neutral,Needs improvement,Failed,U10034,Retail,North America,Mobile,38,False,7,Passive
989,2023-11-18 11:30,What's the price of ETH now?,Risk Analysis,ETH trading volume is decreasing.,190,87,93,Negative,Needs improvement,Failed,U10282,Retail,South America,Desktop,5,False,3,Detractor
990,2022-07-15 09:18,What is your prediction for BTC?,Market Analysis,"BTC is bullish, buying recommended.",195,86,94,Positive,Helpful,Successful,U10042,Retail,Europe,Mobile,60,True,10,Promoter
